Date;Nationality;Sex;Age;Population
1994-12-31;Germans;Male;51 years;481491
1994-12-31;Germans;Male;52 years;466628
1994-12-31;Germans;Male;53 years;577032
1994-12-31;Germans;Male;54 years;609066
1994-12-31;Germans;Male;55 years;601869
1994-12-31;Germans;Male;56 years;562350
1994-12-31;Germans;Male;57 years;527229
1994-12-31;Germans;Male;58 years;515889
1994-12-31;Germans;Male;59 years;502738
1994-12-31;Germans;Male;60 years;467511
1994-12-31;Germans;Male;61 years;373648
1994-12-31;Germans;Male;62 years;373707
1994-12-31;Germans;Male;63 years;381511
1994-12-31;Germans;Male;64 years;400443
1994-12-31;Germans;Male;65 years;387377
1994-12-31;Germans;Male;66 years;381548
1994-12-31;Germans;Male;67 years;335870
1994-12-31;Germans;Male;68 years;307684
1994-12-31;Germans;Male;69 years;288667
1994-12-31;Germans;Male;70 years;246255
1994-12-31;Germans;Male;71 years;235137
1994-12-31;Germans;Male;72 years;242039
1994-12-31;Germans;Male;73 years;241353
1994-12-31;Germans;Male;74 years;225017
1994-12-31;Germans;Male;75 years;163240
1994-12-31;Germans;Male;76 years;100462
1994-12-31;Germans;Male;77 years;92595
1994-12-31;Germans;Male;78 years;94752
1994-12-31;Germans;Male;79 years;115313
1994-12-31;Germans;Male;80 years;136088
1994-12-31;Germans;Male;81 years;127112
1994-12-31;Germans;Male;82 years;115209
1994-12-31;Germans;Male;83 years;96078
1994-12-31;Germans;Male;84 years;83832
1994-12-31;Germans;Male;85 years and over;330100
1994-12-31;Germans;Male;Total;35729452
1994-12-31;Germans;Female;under 1 year;324753
1994-12-31;Germans;Female;1 year;339254
1994-12-31;Germans;Female;2 years;348264
1994-12-31;Germans;Female;3 years;364048
1994-12-31;Germans;Female;4 years;405101
1994-12-31;Germans;Female;5 years;400691
1994-12-31;Germans;Female;6 years;412649
1994-12-31;Germans;Female;7 years;403275
1994-12-31;Germans;Female;8 years;399893
1994-12-31;Germans;Female;9 years;386390
1994-12-31;Germans;Female;10 years;384781
1994-12-31;Germans;Female;11 years;388801
1994-12-31;Germans;Female;12 years;397778
1994-12-31;Germans;Female;13 years;396015
1994-12-31;Germans;Female;14 years;397730
1994-12-31;Germans;Female;15 years;374966
1994-12-31;Germans;Female;16 years;369591
1994-12-31;Germans;Female;17 years;366118
1994-12-31;Germans;Female;18 years;358744
1994-12-31;Germans;Female;19 years;345064
1994-12-31;Germans;Female;20 years;354012
1994-12-31;Germans;Female;21 years;361759
1994-12-31;Germans;Female;22 years;407795
1994-12-31;Germans;Female;23 years;464997
1994-12-31;Germans;Female;24 years;491821
1994-12-31;Germans;Female;25 years;540501
1994-12-31;Germans;Female;26 years;576255
1994-12-31;Germans;Female;27 years;601822
1994-12-31;Germans;Female;28 years;620381
1994-12-31;Germans;Female;29 years;624505
1994-12-31;Germans;Female;30 years;641716
1994-12-31;Germans;Female;31 years;643133
1994-12-31;Germans;Female;32 years;626485
1994-12-31;Germans;Female;33 years;625268
1994-12-31;Germans;Female;34 years;604670
1994-12-31;Germans;Female;35 years;589639
1994-12-31;Germans;Female;36 years;560146
1994-12-31;Germans;Female;37 years;552863
1994-12-31;Germans;Female;38 years;539188
1994-12-31;Germans;Female;39 years;524198
1994-12-31;Germans;Female;40 years;521036
1994-12-31;Germans;Female;41 years;509961
1994-12-31;Germans;Female;42 years;510413
1994-12-31;Germans;Female;43 years;505103
1994-12-31;Germans;Female;44 years;505710
1994-12-31;Germans;Female;45 years;489821
1994-12-31;Germans;Female;46 years;450597
1994-12-31;Germans;Female;47 years;428994
1994-12-31;Germans;Female;48 years;378837
1994-12-31;Germans;Female;49 years;340107
1994-12-31;Germans;Female;50 years;467984
1994-12-31;Germans;Female;51 years;479605
1994-12-31;Germans;Female;52 years;467666
1994-12-31;Germans;Female;53 years;579478
1994-12-31;Germans;Female;54 years;616175
1994-12-31;Germans;Female;55 years;611966
1994-12-31;Germans;Female;56 years;574122
1994-12-31;Germans;Female;57 years;541404
1994-12-31;Germans;Female;58 years;535368
1994-12-31;Germans;Female;59 years;523491
1994-12-31;Germans;Female;60 years;491868
1994-12-31;Germans;Female;61 years;399633
1994-12-31;Germans;Female;62 years;404109
1994-12-31;Germans;Female;63 years;418505
1994-12-31;Germans;Female;64 years;446772
1994-12-31;Germans;Female;65 years;439034
1994-12-31;Germans;Female;66 years;441862
1994-12-31;Germans;Female;67 years;425840
1994-12-31;Germans;Female;68 years;437430
1994-12-31;Germans;Female;69 years;446549
1994-12-31;Germans;Female;70 years;429799
1994-12-31;Germans;Female;71 years;422868
1994-12-31;Germans;Female;72 years;436676
1994-12-31;Germans;Female;73 years;454803
1994-12-31;Germans;Female;74 years;443357
1994-12-31;Germans;Female;75 years;326333
1994-12-31;Germans;Female;76 years;206722
1994-12-31;Germans;Female;77 years;192575
1994-12-31;Germans;Female;78 years;205896
1994-12-31;Germans;Female;79 years;261684
1994-12-31;Germans;Female;80 years;320162
1994-12-31;Germans;Female;81 years;304650
1994-12-31;Germans;Female;82 years;284760
1994-12-31;Germans;Female;83 years;247037
1994-12-31;Germans;Female;84 years;228286
1994-12-31;Germans;Female;85 years and over;1021303
1994-12-31;Germans;Female;Total;38691411
1994-12-31;Foreigners;Male;under 1 year;52015
1994-12-31;Foreigners;Male;1 year;54258
1994-12-31;Foreigners;Male;2 years;55985
1994-12-31;Foreigners;Male;3 years;55453
1994-12-31;Foreigners;Male;4 years;56034
1994-12-31;Foreigners;Male;5 years;54676
1994-12-31;Foreigners;Male;6 years;54908
1994-12-31;Foreigners;Male;7 years;52089
1994-12-31;Foreigners;Male;8 years;48593
1994-12-31;Foreigners;Male;9 years;46462
1994-12-31;Foreigners;Male;10 years;45892
1994-12-31;Foreigners;Male;11 years;45950
1994-12-31;Foreigners;Male;12 years;48413
1994-12-31;Foreigners;Male;13 years;50296
1994-12-31;Foreigners;Male;14 years;51081
1994-12-31;Foreigners;Male;15 years;50777
1994-12-31;Foreigners;Male;16 years;52277
1994-12-31;Foreigners;Male;17 years;53870
1994-12-31;Foreigners;Male;18 years;59477
1994-12-31;Foreigners;Male;19 years;64050
1994-12-31;Foreigners;Male;20 years;69226
1994-12-31;Foreigners;Male;21 years;76397
1994-12-31;Foreigners;Male;22 years;83606
1994-12-31;Foreigners;Male;23 years;87833
1994-12-31;Foreigners;Male;24 years;96595
1994-12-31;Foreigners;Male;25 years;98904
1994-12-31;Foreigners;Male;26 years;100108
1994-12-31;Foreigners;Male;27 years;95474
1994-12-31;Foreigners;Male;28 years;100944
1994-12-31;Foreigners;Male;29 years;102766
1994-12-31;Foreigners;Male;30 years;100666
1994-12-31;Foreigners;Male;31 years;95618
1994-12-31;Foreigners;Male;32 years;89042
1994-12-31;Foreigners;Male;33 years;77832
1994-12-31;Foreigners;Male;34 years;83032
1994-12-31;Foreigners;Male;35 years;73126
1994-12-31;Foreigners;Male;36 years;71065
1994-12-31;Foreigners;Male;37 years;68268
1994-12-31;Foreigners;Male;38 years;69449
1994-12-31;Foreigners;Male;39 years;64219
1994-12-31;Foreigners;Male;40 years;58336
1994-12-31;Foreigners;Male;41 years;52758
1994-12-31;Foreigners;Male;42 years;53658
1994-12-31;Foreigners;Male;43 years;50550
1994-12-31;Foreigners;Male;44 years;57710
1994-12-31;Foreigners;Male;45 years;57667
1994-12-31;Foreigners;Male;46 years;58208
1994-12-31;Foreigners;Male;47 years;57614
1994-12-31;Foreigners;Male;48 years;53073
1994-12-31;Foreigners;Male;49 years;48323
1994-12-31;Foreigners;Male;50 years;45924
1994-12-31;Foreigners;Male;51 years;44800
1994-12-31;Foreigners;Male;52 years;46451
1994-12-31;Foreigners;Male;53 years;42759
1994-12-31;Foreigners;Male;54 years;46239
1994-12-31;Foreigners;Male;55 years;41567
1994-12-31;Foreigners;Male;56 years;39069
1994-12-31;Foreigners;Male;57 years;35268
1994-12-31;Foreigners;Male;58 years;32071
1994-12-31;Foreigners;Male;59 years;27780
1994-12-31;Foreigners;Male;60 years;26936
1994-12-31;Foreigners;Male;61 years;24502
1994-12-31;Foreigners;Male;62 years;20307
1994-12-31;Foreigners;Male;63 years;17246
1994-12-31;Foreigners;Male;64 years;16065
1994-12-31;Foreigners;Male;65 years;12743
1994-12-31;Foreigners;Male;66 years;10995
1994-12-31;Foreigners;Male;67 years;9396
1994-12-31;Foreigners;Male;68 years;8661
1994-12-31;Foreigners;Male;69 years;7459
1994-12-31;Foreigners;Male;70 years;6851
1994-12-31;Foreigners;Male;71 years;6026
1994-12-31;Foreigners;Male;72 years;5595
1994-12-31;Foreigners;Male;73 years;4807
1994-12-31;Foreigners;Male;74 years;4497
1994-12-31;Foreigners;Male;75 years;3305
1994-12-31;Foreigners;Male;76 years;2452
1994-12-31;Foreigners;Male;77 years;2111
1994-12-31;Foreigners;Male;78 years;2100
1994-12-31;Foreigners;Male;79 years;2213
1994-12-31;Foreigners;Male;80 years;2242
1994-12-31;Foreigners;Male;81 years;1957
1994-12-31;Foreigners;Male;82 years;1793
1994-12-31;Foreigners;Male;83 years;1500
1994-12-31;Foreigners;Male;84 years;1271
1994-12-31;Foreigners;Male;85 years and over;5932
1994-12-31;Foreigners;Male;Total;3915513
1994-12-31;Foreigners;Female;under 1 year;49199
1994-12-31;Foreigners;Female;1 year;51359
1994-12-31;Foreigners;Female;2 years;52769
1994-12-31;Foreigners;Female;3 years;52376
1994-12-31;Foreigners;Female;4 years;52865
1994-12-31;Foreigners;Female;5 years;52321
1994-12-31;Foreigners;Female;6 years;51453
1994-12-31;Foreigners;Female;7 years;48721
1994-12-31;Foreigners;Female;8 years;45349
1994-12-31;Foreigners;Female;9 years;43473
1994-12-31;Foreigners;Female;10 years;42862
1994-12-31;Foreigners;Female;11 years;42699
1994-12-31;Foreigners;Female;12 years;45095
1994-12-31;Foreigners;Female;13 years;46147
1994-12-31;Foreigners;Female;14 years;47379
1994-12-31;Foreigners;Female;15 years;46355
1994-12-31;Foreigners;Female;16 years;46312
1994-12-31;Foreigners;Female;17 years;48013
1994-12-31;Foreigners;Female;18 years;52897
1994-12-31;Foreigners;Female;19 years;59575
1994-12-31;Foreigners;Female;20 years;66553
1994-12-31;Foreigners;Female;21 years;72109
1994-12-31;Foreigners;Female;22 years;76073
1994-12-31;Foreigners;Female;23 years;78025
1994-12-31;Foreigners;Female;24 years;79459
1994-12-31;Foreigners;Female;25 years;78776
1994-12-31;Foreigners;Female;26 years;76313
1994-12-31;Foreigners;Female;27 years;71261
1994-12-31;Foreigners;Female;28 years;72261
1994-12-31;Foreigners;Female;29 years;71180
1994-12-31;Foreigners;Female;30 years;68395
1994-12-31;Foreigners;Female;31 years;63451
1994-12-31;Foreigners;Female;32 years;60380
1994-12-31;Foreigners;Female;33 years;55328
1994-12-31;Foreigners;Female;34 years;57719
1994-12-31;Foreigners;Female;35 years;53141
1994-12-31;Foreigners;Female;36 years;50519
1994-12-31;Foreigners;Female;37 years;48308
1994-12-31;Foreigners;Female;38 years;50362
1994-12-31;Foreigners;Female;39 years;51407
1994-12-31;Foreigners;Female;40 years;51388
1994-12-31;Foreigners;Female;41 years;49999
1994-12-31;Foreigners;Female;42 years;52873
1994-12-31;Foreigners;Female;43 years;48714
1994-12-31;Foreigners;Female;44 years;54548
1994-12-31;Foreigners;Female;45 years;50752
1994-12-31;Foreigners;Female;46 years;48352
1994-12-31;Foreigners;Female;47 years;44757
1994-12-31;Foreigners;Female;48 years;39958
1994-12-31;Foreigners;Female;49 years;36330
1994-12-31;Foreigners;Female;50 years;34074
1994-12-31;Foreigners;Female;51 years;31115
1994-12-31;Foreigners;Female;52 years;30882
1994-12-31;Foreigners;Female;53 years;27424
1994-12-31;Foreigners;Female;54 years;29206
1994-12-31;Foreigners;Female;55 years;25388
1994-12-31;Foreigners;Female;56 years;24525
1994-12-31;Foreigners;Female;57 years;22007
1994-12-31;Foreigners;Female;58 years;20011
1994-12-31;Foreigners;Female;59 years;18090
1994-12-31;Foreigners;Female;60 years;16392
1994-12-31;Foreigners;Female;61 years;15218
1994-12-31;Foreigners;Female;62 years;13560
1994-12-31;Foreigners;Female;63 years;11673
1994-12-31;Foreigners;Female;64 years;12239
1994-12-31;Foreigners;Female;65 years;10551
1994-12-31;Foreigners;Female;66 years;9523
1994-12-31;Foreigners;Female;67 years;8957
1994-12-31;Foreigners;Female;68 years;8536
1994-12-31;Foreigners;Female;69 years;8042
1994-12-31;Foreigners;Female;70 years;7426
1994-12-31;Foreigners;Female;71 years;6870
1994-12-31;Foreigners;Female;72 years;6311
1994-12-31;Foreigners;Female;73 years;5603
1994-12-31;Foreigners;Female;74 years;5148
1994-12-31;Foreigners;Female;75 years;3924
1994-12-31;Foreigners;Female;76 years;2831
1994-12-31;Foreigners;Female;77 years;2313
1994-12-31;Foreigners;Female;78 years;2195
1994-12-31;Foreigners;Female;79 years;2638
1994-12-31;Foreigners;Female;80 years;3034
1994-12-31;Foreigners;Female;81 years;2556
1994-12-31;Foreigners;Female;82 years;2574
1994-12-31;Foreigners;Female;83 years;2050
1994-12-31;Foreigners;Female;84 years;2183
1994-12-31;Foreigners;Female;85 years and over;11248
1994-12-31;Foreigners;Female;Total;3202227
1995-12-31;Germans;Male;under 1 year;341516
1995-12-31;Germans;Male;1 year;345217
1995-12-31;Germans;Male;2 years;359366
1995-12-31;Germans;Male;3 years;367114
1995-12-31;Germans;Male;4 years;385116
1995-12-31;Germans;Male;5 years;429008
1995-12-31;Germans;Male;6 years;423440
1995-12-31;Germans;Male;7 years;437466
1995-12-31;Germans;Male;8 years;429353
1995-12-31;Germans;Male;9 years;422904
1995-12-31;Germans;Male;10 years;408631
1995-12-31;Germans;Male;11 years;408110
1995-12-31;Germans;Male;12 years;411560
1995-12-31;Germans;Male;13 years;421678
1995-12-31;Germans;Male;14 years;416820
1995-12-31;Germans;Male;15 years;419461
1995-12-31;Germans;Male;16 years;396973
1995-12-31;Germans;Male;17 years;391455
1995-12-31;Germans;Male;18 years;388053
1995-12-31;Germans;Male;19 years;378521
1995-12-31;Germans;Male;20 years;365738
1995-12-31;Germans;Male;21 years;372220
1995-12-31;Germans;Male;22 years;379108
1995-12-31;Germans;Male;23 years;427948
1995-12-31;Germans;Male;24 years;488712
1995-12-31;Germans;Male;25 years;514562
1995-12-31;Germans;Male;26 years;566440
1995-12-31;Germans;Male;27 years;602471
1995-12-31;Germans;Male;28 years;627719
1995-12-31;Germans;Male;29 years;646372
1995-12-31;Germans;Male;30 years;653951
1995-12-31;Germans;Male;31 years;668730
1995-12-31;Germans;Male;32 years;668918
1995-12-31;Germans;Male;33 years;650272
1995-12-31;Germans;Male;34 years;647728
1995-12-31;Germans;Male;35 years;624509
1995-12-31;Germans;Male;36 years;612388
1995-12-31;Germans;Male;37 years;581565
1995-12-31;Germans;Male;38 years;572502
1995-12-31;Germans;Male;39 years;556926
1995-12-31;Germans;Male;40 years;543214
1995-12-31;Germans;Male;41 years;537343
1995-12-31;Germans;Male;42 years;523977
1995-12-31;Germans;Male;43 years;525843
1995-12-31;Germans;Male;44 years;518207
1995-12-31;Germans;Male;45 years;518321
1995-12-31;Germans;Male;46 years;502752
1995-12-31;Germans;Male;47 years;461000
1995-12-31;Germans;Male;48 years;432107
1995-12-31;Germans;Male;49 years;379667
1995-12-31;Germans;Male;50 years;334947
1995-12-31;Germans;Male;51 years;465655
1995-12-31;Germans;Male;52 years;478869
1995-12-31;Germans;Male;53 years;463867
1995-12-31;Germans;Male;54 years;573335
1995-12-31;Germans;Male;55 years;604726
1995-12-31;Germans;Male;56 years;597157
1995-12-31;Germans;Male;57 years;557547
1995-12-31;Germans;Male;58 years;522302
1995-12-31;Germans;Male;59 years;510227
1995-12-31;Germans;Male;60 years;496341
1995-12-31;Germans;Male;61 years;460914
1995-12-31;Germans;Male;62 years;367622
1995-12-31;Germans;Male;63 years;367180
1995-12-31;Germans;Male;64 years;374068
1995-12-31;Germans;Male;65 years;391801
1995-12-31;Germans;Male;66 years;378224
1995-12-31;Germans;Male;67 years;371597
1995-12-31;Germans;Male;68 years;326470
1995-12-31;Germans;Male;69 years;298341
1995-12-31;Germans;Male;70 years;279257
1995-12-31;Germans;Male;71 years;237213
1995-12-31;Germans;Male;72 years;225522
1995-12-31;Germans;Male;73 years;231246
1995-12-31;Germans;Male;74 years;229301
1995-12-31;Germans;Male;75 years;212701
1995-12-31;Germans;Male;76 years;153496
1995-12-31;Germans;Male;77 years;93913
1995-12-31;Germans;Male;78 years;85753
1995-12-31;Germans;Male;79 years;87433
1995-12-31;Germans;Male;80 years;105285
1995-12-31;Germans;Male;81 years;123181
1995-12-31;Germans;Male;82 years;113821
1995-12-31;Germans;Male;83 years;102101
1995-12-31;Germans;Male;84 years;83976
1995-12-31;Germans;Male;85 years and over;339572
1995-12-31;Germans;Male;Total;35797933
1995-12-31;Germans;Female;under 1 year;323738
1995-12-31;Germans;Female;1 year;326343
1995-12-31;Germans;Female;2 years;340821
1995-12-31;Germans;Female;3 years;350037
1995-12-31;Germans;Female;4 years;365978
1995-12-31;Germans;Female;5 years;407151
1995-12-31;Germans;Female;6 years;402794
1995-12-31;Germans;Female;7 years;415192
1995-12-31;Germans;Female;8 years;405945
1995-12-31;Germans;Female;9 years;402616
1995-12-31;Germans;Female;10 years;389160
1995-12-31;Germans;Female;11 years;387478
1995-12-31;Germans;Female;12 years;391546
1995-12-31;Germans;Female;13 years;400493
1995-12-31;Germans;Female;14 years;398626
1995-12-31;Germans;Female;15 years;400287
1995-12-31;Germans;Female;16 years;377403
1995-12-31;Germans;Female;17 years;372018
1995-12-31;Germans;Female;18 years;368508
1995-12-31;Germans;Female;19 years;361440
1995-12-31;Germans;Female;20 years;347841
1995-12-31;Germans;Female;21 years;356629
1995-12-31;Germans;Female;22 years;364088
1995-12-31;Germans;Female;23 years;410280
1995-12-31;Germans;Female;24 years;467219
1995-12-31;Germans;Female;25 years;493680
1995-12-31;Germans;Female;26 years;542105
1995-12-31;Germans;Female;27 years;577572
1995-12-31;Germans;Female;28 years;603081
1995-12-31;Germans;Female;29 years;621699
1995-12-31;Germans;Female;30 years;626038
1995-12-31;Germans;Female;31 years;643192
1995-12-31;Germans;Female;32 years;644925
1995-12-31;Germans;Female;33 years;628418
1995-12-31;Germans;Female;34 years;627067
1995-12-31;Germans;Female;35 years;606609
1995-12-31;Germans;Female;36 years;591644
1995-12-31;Germans;Female;37 years;562114
1995-12-31;Germans;Female;38 years;554830
1995-12-31;Germans;Female;39 years;540824
1995-12-31;Germans;Female;40 years;526066
1995-12-31;Germans;Female;41 years;522643
1995-12-31;Germans;Female;42 years;511250
1995-12-31;Germans;Female;43 years;511676
1995-12-31;Germans;Female;44 years;506300
1995-12-31;Germans;Female;45 years;506517
1995-12-31;Germans;Female;46 years;490331
1995-12-31;Germans;Female;47 years;450980
1995-12-31;Germans;Female;48 years;429017
1995-12-31;Germans;Female;49 years;378625
1995-12-31;Germans;Female;50 years;339712
1995-12-31;Germans;Female;51 years;466949
1995-12-31;Germans;Female;52 years;478434
1995-12-31;Germans;Female;53 years;466688
1995-12-31;Germans;Female;54 years;578196
1995-12-31;Germans;Female;55 years;614775
1995-12-31;Germans;Female;56 years;610259
1995-12-31;Germans;Female;57 years;572524
1995-12-31;Germans;Female;58 years;539805
1995-12-31;Germans;Female;59 years;533376
1995-12-31;Germans;Female;60 years;521063
1995-12-31;Germans;Female;61 years;489127
1995-12-31;Germans;Female;62 years;397046
1995-12-31;Germans;Female;63 years;401319
1995-12-31;Germans;Female;64 years;415403
1995-12-31;Germans;Female;65 years;442949
1995-12-31;Germans;Female;66 years;434829
1995-12-31;Germans;Female;67 years;437119
1995-12-31;Germans;Female;68 years;420829
1995-12-31;Germans;Female;69 years;431359
1995-12-31;Germans;Female;70 years;439467
1995-12-31;Germans;Female;71 years;422139
1995-12-31;Germans;Female;72 years;414286
1995-12-31;Germans;Female;73 years;426503
1995-12-31;Germans;Female;74 years;442601
1995-12-31;Germans;Female;75 years;429854
1995-12-31;Germans;Female;76 years;315101
1995-12-31;Germans;Female;77 years;198994
1995-12-31;Germans;Female;78 years;184240
1995-12-31;Germans;Female;79 years;196170
1995-12-31;Germans;Female;80 years;247361
1995-12-31;Germans;Female;81 years;300777
1995-12-31;Germans;Female;82 years;283635
1995-12-31;Germans;Female;83 years;262930
1995-12-31;Germans;Female;84 years;225446
1995-12-31;Germans;Female;85 years and over;1064688
1995-12-31;Germans;Female;Total;38676787
1995-12-31;Foreigners;Male;under 1 year;51391
1995-12-31;Foreigners;Male;1 year;53403
1995-12-31;Foreigners;Male;2 years;55266
1995-12-31;Foreigners;Male;3 years;57018
1995-12-31;Foreigners;Male;4 years;56500
1995-12-31;Foreigners;Male;5 years;56956
1995-12-31;Foreigners;Male;6 years;55388
1995-12-31;Foreigners;Male;7 years;55291
1995-12-31;Foreigners;Male;8 years;52932
1995-12-31;Foreigners;Male;9 years;49389
1995-12-31;Foreigners;Male;10 years;47239
1995-12-31;Foreigners;Male;11 years;46813
1995-12-31;Foreigners;Male;12 years;46854
1995-12-31;Foreigners;Male;13 years;49483
1995-12-31;Foreigners;Male;14 years;51838
1995-12-31;Foreigners;Male;15 years;53320
1995-12-31;Foreigners;Male;16 years;53364
1995-12-31;Foreigners;Male;17 years;54926
1995-12-31;Foreigners;Male;18 years;56766
1995-12-31;Foreigners;Male;19 years;63242
1995-12-31;Foreigners;Male;20 years;69861
1995-12-31;Foreigners;Male;21 years;75291
1995-12-31;Foreigners;Male;22 years;82351
1995-12-31;Foreigners;Male;23 years;89743
1995-12-31;Foreigners;Male;24 years;93407
1995-12-31;Foreigners;Male;25 years;101929
1995-12-31;Foreigners;Male;26 years;102749
1995-12-31;Foreigners;Male;27 years;103141
1995-12-31;Foreigners;Male;28 years;97964
1995-12-31;Foreigners;Male;29 years;102778
1995-12-31;Foreigners;Male;30 years;104660
1995-12-31;Foreigners;Male;31 years;101770
1995-12-31;Foreigners;Male;32 years;96301
1995-12-31;Foreigners;Male;33 years;89653
1995-12-31;Foreigners;Male;34 years;78388
1995-12-31;Foreigners;Male;35 years;83139
1995-12-31;Foreigners;Male;36 years;73323
1995-12-31;Foreigners;Male;37 years;71302
1995-12-31;Foreigners;Male;38 years;68110
1995-12-31;Foreigners;Male;39 years;69468
1995-12-31;Foreigners;Male;40 years;63977
1995-12-31;Foreigners;Male;41 years;58150
1995-12-31;Foreigners;Male;42 years;52501
1995-12-31;Foreigners;Male;43 years;53318
1995-12-31;Foreigners;Male;44 years;50443
1995-12-31;Foreigners;Male;45 years;57317
1995-12-31;Foreigners;Male;46 years;57278
1995-12-31;Foreigners;Male;47 years;57568
1995-12-31;Foreigners;Male;48 years;57044
1995-12-31;Foreigners;Male;49 years;52535
1995-12-31;Foreigners;Male;50 years;47588
1995-12-31;Foreigners;Male;51 years;45282
1995-12-31;Foreigners;Male;52 years;43922
1995-12-31;Foreigners;Male;53 years;45661
1995-12-31;Foreigners;Male;54 years;42108
1995-12-31;Foreigners;Male;55 years;45549
1995-12-31;Foreigners;Male;56 years;40898
1995-12-31;Foreigners;Male;57 years;38492
1995-12-31;Foreigners;Male;58 years;34770
1995-12-31;Foreigners;Male;59 years;31553
1995-12-31;Foreigners;Male;60 years;26939
1995-12-31;Foreigners;Male;61 years;25885
1995-12-31;Foreigners;Male;62 years;23666
1995-12-31;Foreigners;Male;63 years;19548
1995-12-31;Foreigners;Male;64 years;16606
1995-12-31;Foreigners;Male;65 years;15303
1995-12-31;Foreigners;Male;66 years;12252
1995-12-31;Foreigners;Male;67 years;10731
1995-12-31;Foreigners;Male;68 years;9154
1995-12-31;Foreigners;Male;69 years;8405
1995-12-31;Foreigners;Male;70 years;7221
1995-12-31;Foreigners;Male;71 years;6678
1995-12-31;Foreigners;Male;72 years;5871
1995-12-31;Foreigners;Male;73 years;5444
1995-12-31;Foreigners;Male;74 years;4631
1995-12-31;Foreigners;Male;75 years;4295
1995-12-31;Foreigners;Male;76 years;3153
1995-12-31;Foreigners;Male;77 years;2363
1995-12-31;Foreigners;Male;78 years;2024
1995-12-31;Foreigners;Male;79 years;2025
1995-12-31;Foreigners;Male;80 years;2113
1995-12-31;Foreigners;Male;81 years;2146
1995-12-31;Foreigners;Male;82 years;1859
1995-12-31;Foreigners;Male;83 years;1703
1995-12-31;Foreigners;Male;84 years;1422
1995-12-31;Foreigners;Male;85 years and over;6792
1995-12-31;Foreigners;Male;Total;4026890
1995-12-31;Foreigners;Female;under 1 year;49359
1995-12-31;Foreigners;Female;1 year;50558
1995-12-31;Foreigners;Female;2 years;52428
1995-12-31;Foreigners;Female;3 years;53764
1995-12-31;Foreigners;Female;4 years;53242
1995-12-31;Foreigners;Female;5 years;53862
1995-12-31;Foreigners;Female;6 years;52806
1995-12-31;Foreigners;Female;7 years;51772
1995-12-31;Foreigners;Female;8 years;49528
1995-12-31;Foreigners;Female;9 years;46079
1995-12-31;Foreigners;Female;10 years;44217
1995-12-31;Foreigners;Female;11 years;43679
1995-12-31;Foreigners;Female;12 years;43331
1995-12-31;Foreigners;Female;13 years;45831
1995-12-31;Foreigners;Female;14 years;47051
1995-12-31;Foreigners;Female;15 years;48712
1995-12-31;Foreigners;Female;16 years;48083
1995-12-31;Foreigners;Female;17 years;48018
1995-12-31;Foreigners;Female;18 years;51389
1995-12-31;Foreigners;Female;19 years;58235
1995-12-31;Foreigners;Female;20 years;65628
1995-12-31;Foreigners;Female;21 years;71915
1995-12-31;Foreigners;Female;22 years;76853
1995-12-31;Foreigners;Female;23 years;80371
1995-12-31;Foreigners;Female;24 years;81441
1995-12-31;Foreigners;Female;25 years;82308
1995-12-31;Foreigners;Female;26 years;81350
1995-12-31;Foreigners;Female;27 years;78588
1995-12-31;Foreigners;Female;28 years;73226
1995-12-31;Foreigners;Female;29 years;73806
1995-12-31;Foreigners;Female;30 years;72269
1995-12-31;Foreigners;Female;31 years;69495
1995-12-31;Foreigners;Female;32 years;64494
1995-12-31;Foreigners;Female;33 years;61280
1995-12-31;Foreigners;Female;34 years;56138
1995-12-31;Foreigners;Female;35 years;58391
1995-12-31;Foreigners;Female;36 years;53654
1995-12-31;Foreigners;Female;37 years;50956
1995-12-31;Foreigners;Female;38 years;48714
1995-12-31;Foreigners;Female;39 years;50660
1995-12-31;Foreigners;Female;40 years;51493
1995-12-31;Foreigners;Female;41 years;51437
1995-12-31;Foreigners;Female;42 years;49922
1995-12-31;Foreigners;Female;43 years;52849
1995-12-31;Foreigners;Female;44 years;48509
1995-12-31;Foreigners;Female;45 years;54354
1995-12-31;Foreigners;Female;46 years;50726
1995-12-31;Foreigners;Female;47 years;48219
1995-12-31;Foreigners;Female;48 years;44644
1995-12-31;Foreigners;Female;49 years;39891
1995-12-31;Foreigners;Female;50 years;36258
1995-12-31;Foreigners;Female;51 years;33827
1995-12-31;Foreigners;Female;52 years;31043
1995-12-31;Foreigners;Female;53 years;30740
1995-12-31;Foreigners;Female;54 years;27496
1995-12-31;Foreigners;Female;55 years;29235
1995-12-31;Foreigners;Female;56 years;25490
1995-12-31;Foreigners;Female;57 years;24572
1995-12-31;Foreigners;Female;58 years;21999
1995-12-31;Foreigners;Female;59 years;20135
1995-12-31;Foreigners;Female;60 years;17920
1995-12-31;Foreigners;Female;61 years;16138
1995-12-31;Foreigners;Female;62 years;15083
1995-12-31;Foreigners;Female;63 years;13424
1995-12-31;Foreigners;Female;64 years;11620
1995-12-31;Foreigners;Female;65 years;12207
1995-12-31;Foreigners;Female;66 years;10509
1995-12-31;Foreigners;Female;67 years;9512
1995-12-31;Foreigners;Female;68 years;8867
1995-12-31;Foreigners;Female;69 years;8505
1995-12-31;Foreigners;Female;70 years;8008
1995-12-31;Foreigners;Female;71 years;7434
1995-12-31;Foreigners;Female;72 years;6935
1995-12-31;Foreigners;Female;73 years;6251
