Date;Nationality;Sex;Age;Population
1983-12-31;Germans;Male;30 years;383518
1983-12-31;Germans;Male;31 years;387001
1983-12-31;Germans;Male;32 years;380235
1983-12-31;Germans;Male;33 years;389521
1983-12-31;Germans;Male;34 years;391135
1983-12-31;Germans;Male;35 years;365015
1983-12-31;Germans;Male;36 years;338055
1983-12-31;Germans;Male;37 years;309758
1983-12-31;Germans;Male;38 years;263616
1983-12-31;Germans;Male;39 years;361515
1983-12-31;Germans;Male;40 years;374491
1983-12-31;Germans;Male;41 years;365629
1983-12-31;Germans;Male;42 years;452783
1983-12-31;Germans;Male;43 years;487571
1983-12-31;Germans;Male;44 years;484819
1983-12-31;Germans;Male;45 years;457368
1983-12-31;Germans;Male;46 years;431847
1983-12-31;Germans;Male;47 years;427707
1983-12-31;Germans;Male;48 years;420763
1983-12-31;Germans;Male;49 years;394646
1983-12-31;Germans;Male;50 years;319715
1983-12-31;Germans;Male;51 years;324576
1983-12-31;Germans;Male;52 years;337326
1983-12-31;Germans;Male;53 years;361775
1983-12-31;Germans;Male;54 years;356389
1983-12-31;Germans;Male;55 years;362277
1983-12-31;Germans;Male;56 years;326882
1983-12-31;Germans;Male;57 years;305727
1983-12-31;Germans;Male;58 years;295669
1983-12-31;Germans;Male;59 years;259351
1983-12-31;Germans;Male;60 years;254027
1983-12-31;Germans;Male;61 years;268723
1983-12-31;Germans;Male;62 years;275831
1983-12-31;Germans;Male;63 years;266373
1983-12-31;Germans;Male;64 years;203624
1983-12-31;Germans;Male;65 years;133843
1983-12-31;Germans;Male;66 years;128484
1983-12-31;Germans;Male;67 years;138531
1983-12-31;Germans;Male;68 years;176321
1983-12-31;Germans;Male;69 years;218376
1983-12-31;Germans;Male;70 years;219444
1983-12-31;Germans;Male;71 years;217049
1983-12-31;Germans;Male;72 years;198330
1983-12-31;Germans;Male;73 years;189959
1983-12-31;Germans;Male;74 years;183951
1983-12-31;Germans;Male;75 years;169214
1983-12-31;Germans;Male;76 years;158392
1983-12-31;Germans;Male;77 years;142029
1983-12-31;Germans;Male;78 years;132869
1983-12-31;Germans;Male;79 years;119590
1983-12-31;Germans;Male;80 years;101635
1983-12-31;Germans;Male;81 years;88530
1983-12-31;Germans;Male;82 years;74959
1983-12-31;Germans;Male;83 years;61039
1983-12-31;Germans;Male;84 years;48019
1983-12-31;Germans;Male;85 years and over;158749
1983-12-31;Germans;Male;Total;26791793
1983-12-31;Germans;Female;under 1 year;257683
1983-12-31;Germans;Female;1 year;264308
1983-12-31;Germans;Female;2 years;263243
1983-12-31;Germans;Female;3 years;260977
1983-12-31;Germans;Female;4 years;245347
1983-12-31;Germans;Female;5 years;242548
1983-12-31;Germans;Female;6 years;243460
1983-12-31;Germans;Female;7 years;249744
1983-12-31;Germans;Female;8 years;243098
1983-12-31;Germans;Female;9 years;250448
1983-12-31;Germans;Female;10 years;259490
1983-12-31;Germans;Female;11 years;293869
1983-12-31;Germans;Female;12 years;335182
1983-12-31;Germans;Female;13 years;356974
1983-12-31;Germans;Female;14 years;408205
1983-12-31;Germans;Female;15 years;441646
1983-12-31;Germans;Female;16 years;462347
1983-12-31;Germans;Female;17 years;477065
1983-12-31;Germans;Female;18 years;478705
1983-12-31;Germans;Female;19 years;490255
1983-12-31;Germans;Female;20 years;487110
1983-12-31;Germans;Female;21 years;469291
1983-12-31;Germans;Female;22 years;468152
1983-12-31;Germans;Female;23 years;451243
1983-12-31;Germans;Female;24 years;438339
1983-12-31;Germans;Female;25 years;418516
1983-12-31;Germans;Female;26 years;410813
1983-12-31;Germans;Female;27 years;396812
1983-12-31;Germans;Female;28 years;380101
1983-12-31;Germans;Female;29 years;382888
1983-12-31;Germans;Female;30 years;369194
1983-12-31;Germans;Female;31 years;369579
1983-12-31;Germans;Female;32 years;364708
1983-12-31;Germans;Female;33 years;370273
1983-12-31;Germans;Female;34 years;369872
1983-12-31;Germans;Female;35 years;352192
1983-12-31;Germans;Female;36 years;334077
1983-12-31;Germans;Female;37 years;309839
1983-12-31;Germans;Female;38 years;265888
1983-12-31;Germans;Female;39 years;361815
1983-12-31;Germans;Female;40 years;371086
1983-12-31;Germans;Female;41 years;362658
1983-12-31;Germans;Female;42 years;449189
1983-12-31;Germans;Female;43 years;485109
1983-12-31;Germans;Female;44 years;481732
1983-12-31;Germans;Female;45 years;455287
1983-12-31;Germans;Female;46 years;430165
1983-12-31;Germans;Female;47 years;427032
1983-12-31;Germans;Female;48 years;418362
1983-12-31;Germans;Female;49 years;393860
1983-12-31;Germans;Female;50 years;321887
1983-12-31;Germans;Female;51 years;328463
1983-12-31;Germans;Female;52 years;341698
1983-12-31;Germans;Female;53 years;367086
1983-12-31;Germans;Female;54 years;362407
1983-12-31;Germans;Female;55 years;369140
1983-12-31;Germans;Female;56 years;361333
1983-12-31;Germans;Female;57 years;376272
1983-12-31;Germans;Female;58 years;393679
1983-12-31;Germans;Female;59 years;386027
1983-12-31;Germans;Female;60 years;385445
1983-12-31;Germans;Female;61 years;404225
1983-12-31;Germans;Female;62 years;425659
1983-12-31;Germans;Female;63 years;425658
1983-12-31;Germans;Female;64 years;324759
1983-12-31;Germans;Female;65 years;216322
1983-12-31;Germans;Female;66 years;207364
1983-12-31;Germans;Female;67 years;227615
1983-12-31;Germans;Female;68 years;297357
1983-12-31;Germans;Female;69 years;375585
1983-12-31;Germans;Female;70 years;373978
1983-12-31;Germans;Female;71 years;372958
1983-12-31;Germans;Female;72 years;347305
1983-12-31;Germans;Female;73 years;347225
1983-12-31;Germans;Female;74 years;339297
1983-12-31;Germans;Female;75 years;322402
1983-12-31;Germans;Female;76 years;299599
1983-12-31;Germans;Female;77 years;279716
1983-12-31;Germans;Female;78 years;252504
1983-12-31;Germans;Female;79 years;234111
1983-12-31;Germans;Female;80 years;206886
1983-12-31;Germans;Female;81 years;191527
1983-12-31;Germans;Female;82 years;168547
1983-12-31;Germans;Female;83 years;144267
1983-12-31;Germans;Female;84 years;122035
1983-12-31;Germans;Female;85 years and over;470606
1983-12-31;Germans;Female;Total;29940720
1983-12-31;Foreigners;Male;under 1 year;31506
1983-12-31;Foreigners;Male;1 year;35512
1983-12-31;Foreigners;Male;2 years;38642
1983-12-31;Foreigners;Male;3 years;39376
1983-12-31;Foreigners;Male;4 years;38222
1983-12-31;Foreigners;Male;5 years;38902
1983-12-31;Foreigners;Male;6 years;37859
1983-12-31;Foreigners;Male;7 years;38479
1983-12-31;Foreigners;Male;8 years;39955
1983-12-31;Foreigners;Male;9 years;43921
1983-12-31;Foreigners;Male;10 years;45001
1983-12-31;Foreigners;Male;11 years;44981
1983-12-31;Foreigners;Male;12 years;45119
1983-12-31;Foreigners;Male;13 years;42693
1983-12-31;Foreigners;Male;14 years;42159
1983-12-31;Foreigners;Male;15 years;41429
1983-12-31;Foreigners;Male;16 years;38468
1983-12-31;Foreigners;Male;17 years;43878
1983-12-31;Foreigners;Male;18 years;45853
1983-12-31;Foreigners;Male;19 years;46777
1983-12-31;Foreigners;Male;20 years;45485
1983-12-31;Foreigners;Male;21 years;43178
1983-12-31;Foreigners;Male;22 years;40274
1983-12-31;Foreigners;Male;23 years;44748
1983-12-31;Foreigners;Male;24 years;43576
1983-12-31;Foreigners;Male;25 years;46257
1983-12-31;Foreigners;Male;26 years;47325
1983-12-31;Foreigners;Male;27 years;51690
1983-12-31;Foreigners;Male;28 years;48472
1983-12-31;Foreigners;Male;29 years;46746
1983-12-31;Foreigners;Male;30 years;43839
1983-12-31;Foreigners;Male;31 years;47657
1983-12-31;Foreigners;Male;32 years;46088
1983-12-31;Foreigners;Male;33 years;55443
1983-12-31;Foreigners;Male;34 years;56359
1983-12-31;Foreigners;Male;35 years;59116
1983-12-31;Foreigners;Male;36 years;58694
1983-12-31;Foreigners;Male;37 years;54367
1983-12-31;Foreigners;Male;38 years;50983
1983-12-31;Foreigners;Male;39 years;48888
1983-12-31;Foreigners;Male;40 years;48574
1983-12-31;Foreigners;Male;41 years;51285
1983-12-31;Foreigners;Male;42 years;46810
1983-12-31;Foreigners;Male;43 years;51908
1983-12-31;Foreigners;Male;44 years;47314
1983-12-31;Foreigners;Male;45 years;44452
1983-12-31;Foreigners;Male;46 years;39678
1983-12-31;Foreigners;Male;47 years;37044
1983-12-31;Foreigners;Male;48 years;32428
1983-12-31;Foreigners;Male;49 years;32258
1983-12-31;Foreigners;Male;50 years;30218
1983-12-31;Foreigners;Male;51 years;25907
1983-12-31;Foreigners;Male;52 years;21633
1983-12-31;Foreigners;Male;53 years;21533
1983-12-31;Foreigners;Male;54 years;17849
1983-12-31;Foreigners;Male;55 years;16414
1983-12-31;Foreigners;Male;56 years;14298
1983-12-31;Foreigners;Male;57 years;13994
1983-12-31;Foreigners;Male;58 years;12326
1983-12-31;Foreigners;Male;59 years;11327
1983-12-31;Foreigners;Male;60 years;10379
1983-12-31;Foreigners;Male;61 years;9326
1983-12-31;Foreigners;Male;62 years;8249
1983-12-31;Foreigners;Male;63 years;7907
1983-12-31;Foreigners;Male;64 years;5877
1983-12-31;Foreigners;Male;65 years;4191
1983-12-31;Foreigners;Male;66 years;3614
1983-12-31;Foreigners;Male;67 years;3653
1983-12-31;Foreigners;Male;68 years;4078
1983-12-31;Foreigners;Male;69 years;4149
1983-12-31;Foreigners;Male;70 years;3808
1983-12-31;Foreigners;Male;71 years;3761
1983-12-31;Foreigners;Male;72 years;3308
1983-12-31;Foreigners;Male;73 years;3142
1983-12-31;Foreigners;Male;74 years;2840
1983-12-31;Foreigners;Male;75 years;2540
1983-12-31;Foreigners;Male;76 years;2239
1983-12-31;Foreigners;Male;77 years;2057
1983-12-31;Foreigners;Male;78 years;1689
1983-12-31;Foreigners;Male;79 years;1550
1983-12-31;Foreigners;Male;80 years;1445
1983-12-31;Foreigners;Male;81 years;1279
1983-12-31;Foreigners;Male;82 years;1127
1983-12-31;Foreigners;Male;83 years;971
1983-12-31;Foreigners;Male;84 years;801
1983-12-31;Foreigners;Male;85 years and over;4848
1983-12-31;Foreigners;Male;Total;2513995
1983-12-31;Foreigners;Female;under 1 year;29710
1983-12-31;Foreigners;Female;1 year;34223
1983-12-31;Foreigners;Female;2 years;36661
1983-12-31;Foreigners;Female;3 years;37543
1983-12-31;Foreigners;Female;4 years;36893
1983-12-31;Foreigners;Female;5 years;36849
1983-12-31;Foreigners;Female;6 years;36805
1983-12-31;Foreigners;Female;7 years;38495
1983-12-31;Foreigners;Female;8 years;40130
1983-12-31;Foreigners;Female;9 years;45756
1983-12-31;Foreigners;Female;10 years;45079
1983-12-31;Foreigners;Female;11 years;44512
1983-12-31;Foreigners;Female;12 years;43577
1983-12-31;Foreigners;Female;13 years;39340
1983-12-31;Foreigners;Female;14 years;37121
1983-12-31;Foreigners;Female;15 years;35607
1983-12-31;Foreigners;Female;16 years;33122
1983-12-31;Foreigners;Female;17 years;35490
1983-12-31;Foreigners;Female;18 years;36190
1983-12-31;Foreigners;Female;19 years;36976
1983-12-31;Foreigners;Female;20 years;36040
1983-12-31;Foreigners;Female;21 years;35592
1983-12-31;Foreigners;Female;22 years;34040
1983-12-31;Foreigners;Female;23 years;38559
1983-12-31;Foreigners;Female;24 years;36034
1983-12-31;Foreigners;Female;25 years;35769
1983-12-31;Foreigners;Female;26 years;35487
1983-12-31;Foreigners;Female;27 years;38871
1983-12-31;Foreigners;Female;28 years;42329
1983-12-31;Foreigners;Female;29 years;46518
1983-12-31;Foreigners;Female;30 years;47325
1983-12-31;Foreigners;Female;31 years;52133
1983-12-31;Foreigners;Female;32 years;48290
1983-12-31;Foreigners;Female;33 years;54502
1983-12-31;Foreigners;Female;34 years;50819
1983-12-31;Foreigners;Female;35 years;48518
1983-12-31;Foreigners;Female;36 years;44422
1983-12-31;Foreigners;Female;37 years;39895
1983-12-31;Foreigners;Female;38 years;36982
1983-12-31;Foreigners;Female;39 years;34188
1983-12-31;Foreigners;Female;40 years;31093
1983-12-31;Foreigners;Female;41 years;30368
1983-12-31;Foreigners;Female;42 years;26357
1983-12-31;Foreigners;Female;43 years;28484
1983-12-31;Foreigners;Female;44 years;25311
1983-12-31;Foreigners;Female;45 years;23643
1983-12-31;Foreigners;Female;46 years;21229
1983-12-31;Foreigners;Female;47 years;19946
1983-12-31;Foreigners;Female;48 years;18349
1983-12-31;Foreigners;Female;49 years;16733
1983-12-31;Foreigners;Female;50 years;16088
1983-12-31;Foreigners;Female;51 years;15308
1983-12-31;Foreigners;Female;52 years;12990
1983-12-31;Foreigners;Female;53 years;13721
1983-12-31;Foreigners;Female;54 years;11795
1983-12-31;Foreigners;Female;55 years;11437
1983-12-31;Foreigners;Female;56 years;10239
1983-12-31;Foreigners;Female;57 years;10546
1983-12-31;Foreigners;Female;58 years;9717
1983-12-31;Foreigners;Female;59 years;9065
1983-12-31;Foreigners;Female;60 years;8172
1983-12-31;Foreigners;Female;61 years;7729
1983-12-31;Foreigners;Female;62 years;6953
1983-12-31;Foreigners;Female;63 years;6423
1983-12-31;Foreigners;Female;64 years;4979
1983-12-31;Foreigners;Female;65 years;3515
1983-12-31;Foreigners;Female;66 years;3105
1983-12-31;Foreigners;Female;67 years;3201
1983-12-31;Foreigners;Female;68 years;3606
1983-12-31;Foreigners;Female;69 years;4282
1983-12-31;Foreigners;Female;70 years;4088
1983-12-31;Foreigners;Female;71 years;3774
1983-12-31;Foreigners;Female;72 years;3507
1983-12-31;Foreigners;Female;73 years;3604
1983-12-31;Foreigners;Female;74 years;3268
1983-12-31;Foreigners;Female;75 years;3100
1983-12-31;Foreigners;Female;76 years;2895
1983-12-31;Foreigners;Female;77 years;2604
1983-12-31;Foreigners;Female;78 years;2463
1983-12-31;Foreigners;Female;79 years;2279
1983-12-31;Foreigners;Female;80 years;2059
1983-12-31;Foreigners;Female;81 years;1941
1983-12-31;Foreigners;Female;82 years;1687
1983-12-31;Foreigners;Female;83 years;1680
1983-12-31;Foreigners;Female;84 years;1504
1983-12-31;Foreigners;Female;85 years and over;8932
1983-12-31;Foreigners;Female;Total;2060161
1984-12-31;Germans;Male;under 1 year;270134
1984-12-31;Germans;Male;1 year;271124
1984-12-31;Germans;Male;2 years;279219
1984-12-31;Germans;Male;3 years;276532
1984-12-31;Germans;Male;4 years;274137
1984-12-31;Germans;Male;5 years;257355
1984-12-31;Germans;Male;6 years;255442
1984-12-31;Germans;Male;7 years;257106
1984-12-31;Germans;Male;8 years;261774
1984-12-31;Germans;Male;9 years;255911
1984-12-31;Germans;Male;10 years;262678
1984-12-31;Germans;Male;11 years;271095
1984-12-31;Germans;Male;12 years;307977
1984-12-31;Germans;Male;13 years;352649
1984-12-31;Germans;Male;14 years;373446
1984-12-31;Germans;Male;15 years;427131
1984-12-31;Germans;Male;16 years;463228
1984-12-31;Germans;Male;17 years;483589
1984-12-31;Germans;Male;18 years;498938
1984-12-31;Germans;Male;19 years;502087
1984-12-31;Germans;Male;20 years;513997
1984-12-31;Germans;Male;21 years;509412
1984-12-31;Germans;Male;22 years;491378
1984-12-31;Germans;Male;23 years;489529
1984-12-31;Germans;Male;24 years;472332
1984-12-31;Germans;Male;25 years;461782
1984-12-31;Germans;Male;26 years;440899
1984-12-31;Germans;Male;27 years;432129
1984-12-31;Germans;Male;28 years;415431
1984-12-31;Germans;Male;29 years;399503
1984-12-31;Germans;Male;30 years;398870
1984-12-31;Germans;Male;31 years;383968
1984-12-31;Germans;Male;32 years;387369
1984-12-31;Germans;Male;33 years;380614
1984-12-31;Germans;Male;34 years;389910
1984-12-31;Germans;Male;35 years;391279
1984-12-31;Germans;Male;36 years;365084
1984-12-31;Germans;Male;37 years;338051
1984-12-31;Germans;Male;38 years;309614
1984-12-31;Germans;Male;39 years;263437
1984-12-31;Germans;Male;40 years;361344
1984-12-31;Germans;Male;41 years;374194
1984-12-31;Germans;Male;42 years;365276
1984-12-31;Germans;Male;43 years;452054
1984-12-31;Germans;Male;44 years;486554
1984-12-31;Germans;Male;45 years;483513
1984-12-31;Germans;Male;46 years;455916
1984-12-31;Germans;Male;47 years;430194
1984-12-31;Germans;Male;48 years;425755
1984-12-31;Germans;Male;49 years;418645
1984-12-31;Germans;Male;50 years;392403
1984-12-31;Germans;Male;51 years;317684
1984-12-31;Germans;Male;52 years;322262
1984-12-31;Germans;Male;53 years;334738
1984-12-31;Germans;Male;54 years;358519
1984-12-31;Germans;Male;55 years;352936
1984-12-31;Germans;Male;56 years;358384
1984-12-31;Germans;Male;57 years;323027
1984-12-31;Germans;Male;58 years;301864
1984-12-31;Germans;Male;59 years;291548
1984-12-31;Germans;Male;60 years;255357
1984-12-31;Germans;Male;61 years;249635
1984-12-31;Germans;Male;62 years;263554
1984-12-31;Germans;Male;63 years;269926
1984-12-31;Germans;Male;64 years;260228
1984-12-31;Germans;Male;65 years;198560
1984-12-31;Germans;Male;66 years;130146
1984-12-31;Germans;Male;67 years;124595
1984-12-31;Germans;Male;68 years;133913
1984-12-31;Germans;Male;69 years;169842
1984-12-31;Germans;Male;70 years;209873
1984-12-31;Germans;Male;71 years;209742
1984-12-31;Germans;Male;72 years;206278
1984-12-31;Germans;Male;73 years;187744
1984-12-31;Germans;Male;74 years;178575
1984-12-31;Germans;Male;75 years;171793
1984-12-31;Germans;Male;76 years;156754
1984-12-31;Germans;Male;77 years;145676
1984-12-31;Germans;Male;78 years;129412
1984-12-31;Germans;Male;79 years;120138
1984-12-31;Germans;Male;80 years;107046
1984-12-31;Germans;Male;81 years;90172
1984-12-31;Germans;Male;82 years;77436
1984-12-31;Germans;Male;83 years;64903
1984-12-31;Germans;Male;84 years;52161
1984-12-31;Germans;Male;85 years and over;167117
1984-12-31;Germans;Male;Total;26773526
1984-12-31;Germans;Female;under 1 year;255903
1984-12-31;Germans;Female;1 year;257533
1984-12-31;Germans;Female;2 years;264555
1984-12-31;Germans;Female;3 years;263602
1984-12-31;Germans;Female;4 years;261404
1984-12-31;Germans;Female;5 years;245758
1984-12-31;Germans;Female;6 years;243032
1984-12-31;Germans;Female;7 years;243878
1984-12-31;Germans;Female;8 years;250127
1984-12-31;Germans;Female;9 years;243479
1984-12-31;Germans;Female;10 years;250899
1984-12-31;Germans;Female;11 years;259910
1984-12-31;Germans;Female;12 years;294278
1984-12-31;Germans;Female;13 years;335678
1984-12-31;Germans;Female;14 years;357402
1984-12-31;Germans;Female;15 years;408632
1984-12-31;Germans;Female;16 years;442011
1984-12-31;Germans;Female;17 years;462685
1984-12-31;Germans;Female;18 years;477267
1984-12-31;Germans;Female;19 years;478834
1984-12-31;Germans;Female;20 years;490447
1984-12-31;Germans;Female;21 years;487423
1984-12-31;Germans;Female;22 years;469527
1984-12-31;Germans;Female;23 years;468427
1984-12-31;Germans;Female;24 years;451628
1984-12-31;Germans;Female;25 years;438602
1984-12-31;Germans;Female;26 years;418863
1984-12-31;Germans;Female;27 years;411058
1984-12-31;Germans;Female;28 years;397190
1984-12-31;Germans;Female;29 years;380505
1984-12-31;Germans;Female;30 years;383324
1984-12-31;Germans;Female;31 years;369639
1984-12-31;Germans;Female;32 years;370075
1984-12-31;Germans;Female;33 years;365140
1984-12-31;Germans;Female;34 years;370675
1984-12-31;Germans;Female;35 years;370164
1984-12-31;Germans;Female;36 years;352270
1984-12-31;Germans;Female;37 years;334100
1984-12-31;Germans;Female;38 years;309889
1984-12-31;Germans;Female;39 years;266008
